Country,Country Code,Continent,Region,Year,Emissions_Per_Capita,Emissions
Afghanistan,4,Asia,Southern Asia,2021,1.775,0.222
Afghanistan,4,Asia,Southern Asia,2021,1.879,0.197
Afghanistan,4,Asia,Southern Asia,2021,1.998,0.161
Afghanistan,4,Asia,Southern Asia,2021,2.109,0.165
Afghanistan,4,Asia,Southern Asia,2021,2.252,0.176
Afghanistan,4,Asia,Southern Asia,2021,2.338,0.165
Afghanistan,4,Asia,Southern Asia,2021,2.227,0.133
Afghanistan,4,Asia,Southern Asia,2021,2.191,0.14
Afghanistan,4,Asia,Southern Asia,2021,2.188,0.151
Afghanistan,4,Asia,Southern Asia,2021,2.184,0.154
Afghanistan,4,Asia,Southern Asia,2021,2.066,0.126
Afghanistan,4,Asia,Southern Asia,2021,1.75,0.122
Afghanistan,4,Asia,Southern Asia,2021,1.635,0.104
Afghanistan,4,Asia,Southern Asia,2021,1.61,0.097
Afghanistan,4,Asia,Southern Asia,2021,1.535,0.079
Afghanistan,4,Asia,Southern Asia,2021,1.388,0.068
Afghanistan,4,Asia,Southern Asia,2021,1.33,0.057
Afghanistan,4,Asia,Southern Asia,2021,1.148,0.061
Afghanistan,4,Asia,Southern Asia,2021,1.219,0.036
Afghanistan,4,Asia,Southern Asia,2021,1.169,0.029
Afghanistan,4,Asia,Southern Asia,2021,1.155,0.029
Afghanistan,4,Asia,Southern Asia,2021,1.119,0.036
Afghanistan,4,Asia,Southern Asia,2021,1.076,0.032
Afghanistan,4,Asia,Southern Asia,2021,0.943,0.032
Afghanistan,4,Asia,Southern Asia,2021,0.818,0.043
Afghanistan,4,Asia,Southern Asia,2021,0.678,0.043
Afghanistan,4,Asia,Southern Asia,2021,0.646,0.061
Afghanistan,4,Asia,Southern Asia,2021,0.513,0.068
Afghanistan,4,Asia,Southern Asia,2021,0.563,0.061
Afghanistan,4,Asia,Southern Asia,2021,0.556,0.05
Afghanistan,4,Asia,Southern Asia,2021,0.481,0.05
Afghanistan,4,Asia,Southern Asia,2021,0.495,0.036
Afghanistan,4,Asia,Southern Asia,2021,0.491,0.039
Afghanistan,4,Asia,Southern Asia,2021,0.466,0.022
Afghanistan,4,Asia,Southern Asia,2021,0.384,0.011
Afghanistan,4,Asia,Southern Asia,2021,0.402,0.018
Afghanistan,4,Asia,Southern Asia,2021,0.369,0.022
Afghanistan,4,Asia,Southern Asia,2021,0.459,0.025
Afghanistan,4,Asia,Southern Asia,2021,0.445,0.029
Afghanistan,4,Asia,Southern Asia,2021,0.441,0.029
Afghanistan,4,Asia,Southern Asia,2021,0.434,0.043
Afghanistan,4,Asia,Southern Asia,2021,0.455,0.047
Afghanistan,4,Asia,Southern Asia,2021,0.394,0.039
Afghanistan,4,Asia,Southern Asia,2021,0.416,0.039
Afghanistan,4,Asia,Southern Asia,2021,0.405,0.039
Afghanistan,4,Asia,Southern Asia,2021,0.38,0.036
Afghanistan,4,Asia,Southern Asia,2021,0.341,0.029
Afghanistan,4,Asia,Southern Asia,2021,0.47,0.025
Afghanistan,4,Asia,Southern Asia,2021,0.477,0.022
Afghanistan,4,Asia,Southern Asia,2021,0.477,0.022
Afghanistan,4,Asia,Southern Asia,2021,0.513,0.025
Afghanistan,4,Asia,Southern Asia,2021,0.42,0.018
Afghanistan,4,Asia,Southern Asia,2021,0.445,0.018
Afghanistan,4,Asia,Southern Asia,2021,0.509,0.018
Afghanistan,4,Asia,Southern Asia,2021,0.473,0.018
Afghanistan,4,Asia,Southern Asia,2021,0.427,0.018
Afghanistan,4,Asia,Southern Asia,2021,0.495,0.029
Afghanistan,4,Asia,Southern Asia,2021,0.391,0.029
Afghanistan,4,Asia,Southern Asia,2021,0.427,0.032
Afghanistan,4,Asia,Southern Asia,2021,0.438,0.032
Afghanistan,4,Asia,Southern Asia,2021,0.455,0.039
Afghanistan,4,Asia,Southern Asia,2021,0.394,0.029
Afghanistan,4,Asia,Southern Asia,2021,0.481,0.029
Afghanistan,4,Asia,Southern Asia,2021,0.423,0.022
Afghanistan,4,Asia,Southern Asia,2021,0.602,0.018
Afghanistan,4,Asia,Southern Asia,2021,0.653,0.022
Afghanistan,4,Asia,Southern Asia,2021,0.631,0.022
Afghanistan,4,Asia,Southern Asia,2021,0.653,0.018
Afghanistan,4,Asia,Southern Asia,2021,0.663,0.018
Afghanistan,4,Asia,Southern Asia,2021,0.706,0.025
Afghanistan,4,Asia,Southern Asia,2021,0.685,0.025
Afghanistan,4,Asia,Southern Asia,2021,0.606,0.029
Afghanistan,4,Asia,Southern Asia,2021,0.742,0.036
Afghanistan,4,Asia,Southern Asia,2021,0.94,0.065
Afghanistan,4,Asia,Southern Asia,2021,1.044,0.079
Afghanistan,4,Asia,Southern Asia,2021,1.14,0.1
Afghanistan,4,Asia,Southern Asia,2021,1.094,0.097
Afghanistan,4,Asia,Southern Asia,2021,1.37,0.097
Afghanistan,4,Asia,Southern Asia,2021,1.417,0.129
Afghanistan,4,Asia,Southern Asia,2021,1.417,0.129
Afghanistan,4,Asia,Southern Asia,2021,1.503,0.1
Afghanistan,4,Asia,Southern Asia,2021,1.528,0.097
Afghanistan,4,Asia,Southern Asia,2021,1.603,0.093
Afghanistan,4,Asia,Southern Asia,2021,1.969,0.09
Afghanistan,4,Asia,Southern Asia,2021,1.736,0.086
Afghanistan,4,Asia,Southern Asia,2021,1.883,0.075
Afghanistan,4,Asia,Southern Asia,2021,2.098,0.061
Afghanistan,4,Asia,Southern Asia,2021,2.22,0.072
Afghanistan,4,Asia,Southern Asia,2021,2.119,0.061
Afghanistan,4,Asia,Southern Asia,2021,2.127,0.05
Afghanistan,4,Asia,Southern Asia,2021,2.069,0.065
Afghanistan,4,Asia,Southern Asia,2021,2.27,0.065
Afghanistan,4,Asia,Southern Asia,2021,2.353,0.061
Afghanistan,4,Asia,Southern Asia,2021,2.414,0.072
Afghanistan,4,Asia,Southern Asia,2021,2.589,0.09
Afghanistan,4,Asia,Southern Asia,2021,2.79,0.1
Afghanistan,4,Asia,Southern Asia,2021,3.335,0.108
Afghanistan,4,Asia,Southern Asia,2021,3.618,0.118
Afghanistan,4,Asia,Southern Asia,2021,3.765,0.154
Afghanistan,4,Asia,Southern Asia,2021,4.006,0.165
Afghanistan,4,Asia,Southern Asia,2021,4.26,0.176
Afghanistan,4,Asia,Southern Asia,2021,4.146,0.194
Afghanistan,4,Asia,Southern Asia,2021,4.533,0.204
Afghanistan,4,Asia,Southern Asia,2021,4.314,0.215
Afghanistan,4,Asia,Southern Asia,2021,4.336,0.212
Afghanistan,4,Asia,Southern Asia,2021,4.587,0.197
Afghanistan,4,Asia,Southern Asia,2021,4.608,0.179
Afghanistan,4,Asia,Southern Asia,2021,4.798,0.179
Afghanistan,4,Asia,Southern Asia,2021,5.117,0.154
Afghanistan,4,Asia,Southern Asia,2021,5.688,0.165
Afghanistan,4,Asia,Southern Asia,2021,6.132,0.172
Afghanistan,4,Asia,Southern Asia,2021,6.513,0.186
Afghanistan,4,Asia,Southern Asia,2021,6.168,0.176
Afghanistan,4,Asia,Southern Asia,2021,6.322,0.201
Afghanistan,4,Asia,Southern Asia,2021,6.599,0.222
Afghanistan,4,Asia,Southern Asia,2021,6.889,0.212
Afghanistan,4,Asia,Southern Asia,2021,6.753,0.204
Afghanistan,4,Asia,Southern Asia,2021,6.814,0.204
Afghanistan,4,Asia,Southern Asia,2021,5.942,0.179
Afghanistan,4,Asia,Southern Asia,2021,5.889,0.201
Afghanistan,4,Asia,Southern Asia,2021,5.505,0.169
Afghanistan,4,Asia,Southern Asia,2021,5.078,0.147
